,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
3440,2016,75.752,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
3441,2017,75.907,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
3442,2018,76.057,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
3443,2019,76.203,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
3444,2016,79.52195122,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
3445,2017,79.62195122,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
3446,2018,79.82195122,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
3447,2019,79.97317073,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
3448,2016,72.193,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
3449,2017,72.3,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
3450,2018,72.415,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
3451,2019,72.534,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
3452,2016,64.663,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
3453,2017,64.881,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
3454,2018,65.095,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
3455,2019,65.311,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
3456,2016,71.358,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
3457,2017,71.463,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
3458,2018,71.57,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
3459,2019,71.682,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
3460,2016,82.30731707,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
3461,2017,82.4097561,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
3462,2018,82.55853659,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
3463,2019,82.95853659,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
3464,2016,83.60243902,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3465,2017,83.55121951,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3466,2018,83.75365854,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3467,2019,83.70487805,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3468,2016,70.315,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
3469,2017,70.967,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
3470,2018,71.779,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
3471,2019,72.697,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
3472,2016,70.397,SP.DYN.LE00.IN,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
3473,2017,70.647,SP.DYN.LE00.IN,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
3474,2018,70.879,SP.DYN.LE00.IN,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
3475,2019,71.097,SP.DYN.LE00.IN,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
3476,2016,63.844,SP.DYN.LE00.IN,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
3477,2017,64.479,SP.DYN.LE00.IN,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
3478,2018,65.015,SP.DYN.LE00.IN,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
3479,2019,65.456,SP.DYN.LE00.IN,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
3480,2016,76.403,SP.DYN.LE00.IN,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
3481,2017,76.683,SP.DYN.LE00.IN,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
3482,2018,76.931,SP.DYN.LE00.IN,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
3483,2019,77.15,SP.DYN.LE00.IN,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
3484,2016,68.735,SP.DYN.LE00.IN,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
3485,2017,69.007,SP.DYN.LE00.IN,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
3486,2018,69.26,SP.DYN.LE00.IN,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
3487,2019,69.495,SP.DYN.LE00.IN,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
3488,2016,60.22,SP.DYN.LE00.IN,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
3489,2017,60.489,SP.DYN.LE00.IN,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
3490,2018,60.76,SP.DYN.LE00.IN,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
3491,2019,61.042,SP.DYN.LE00.IN,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
3492,2016,70.607,SP.DYN.LE00.IN,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
3493,2017,70.701,SP.DYN.LE00.IN,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
3494,2018,70.801,SP.DYN.LE00.IN,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
3495,2019,70.907,SP.DYN.LE00.IN,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
3496,2016,73.1,SP.DYN.LE00.IN,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
3497,2017,73.245,SP.DYN.LE00.IN,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
3498,2018,73.38,SP.DYN.LE00.IN,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
3499,2019,73.507,SP.DYN.LE00.IN,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
3500,2016,76.115,SP.DYN.LE00.IN,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
3501,2017,76.31,SP.DYN.LE00.IN,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
3502,2018,76.505,SP.DYN.LE00.IN,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
3503,2019,76.699,SP.DYN.LE00.IN,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
3504,2016,76.86,SP.DYN.LE00.IN,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
3505,2017,77.161,SP.DYN.LE00.IN,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
3506,2018,77.437,SP.DYN.LE00.IN,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
3507,2019,77.691,SP.DYN.LE00.IN,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
3508,2016,67.835,SP.DYN.LE00.IN,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
3509,2017,67.956,SP.DYN.LE00.IN,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
3510,2018,68.073,SP.DYN.LE00.IN,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
3511,2019,68.191,SP.DYN.LE00.IN,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
3512,2016,61.986,SP.DYN.LE00.IN,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
3513,2017,62.516,SP.DYN.LE00.IN,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
3514,2018,62.973,SP.DYN.LE00.IN,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
3515,2019,63.368,SP.DYN.LE00.IN,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
3516,2016,71.47634146,SP.DYN.LE00.IN,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
3517,2017,71.78097561,SP.DYN.LE00.IN,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
3518,2018,71.58268293,SP.DYN.LE00.IN,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
3519,2019,71.82731707,SP.DYN.LE00.IN,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
3520,2016,77.47,SP.DYN.LE00.IN,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
3521,2017,77.647,SP.DYN.LE00.IN,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
3522,2018,77.814,SP.DYN.LE00.IN,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
3523,2019,77.972,SP.DYN.LE00.IN,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
3524,2016,81.15609756,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3525,2017,81.25609756,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3526,2018,81.25609756,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3527,2019,81.20487805,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3528,2016,78.53902439,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
3529,2017,78.53902439,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
3530,2018,78.63902439,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
3531,2019,78.78780488,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
3532,2016,77.498,SP.DYN.LE00.IN,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
3533,2017,77.632,SP.DYN.LE00.IN,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
3534,2018,77.77,SP.DYN.LE00.IN,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
3535,2019,77.911,SP.DYN.LE00.IN,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
3536,2016,71.171,SP.DYN.LE00.IN,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
3537,2017,71.388,SP.DYN.LE00.IN,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
3538,2018,71.573,SP.DYN.LE00.IN,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
3539,2019,71.725,SP.DYN.LE00.IN,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
3540,2016,70.021,SP.DYN.LE00.IN,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
3541,2017,70.172,SP.DYN.LE00.IN,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
3542,2018,70.323,SP.DYN.LE00.IN,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
3543,2019,70.474,SP.DYN.LE00.IN,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
3544,2016,72.405,SP.DYN.LE00.IN,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
3545,2017,72.246,SP.DYN.LE00.IN,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
3546,2018,72.128,SP.DYN.LE00.IN,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
3547,2019,72.064,SP.DYN.LE00.IN,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
3548,2016,75.172,SP.DYN.LE00.IN,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
3549,2017,75.241,SP.DYN.LE00.IN,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
3550,2018,75.317,SP.DYN.LE00.IN,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
3551,2019,75.4,SP.DYN.LE00.IN,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
3552,2016,79.16829268,SP.DYN.LE00.IN,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
3553,2017,79.36829268,SP.DYN.LE00.IN,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
3554,2018,79.5195122,SP.DYN.LE00.IN,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
3555,2019,79.66829268,SP.DYN.LE00.IN,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
3556,2016,73.589,SP.DYN.LE00.IN,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
3557,2017,73.74,SP.DYN.LE00.IN,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
3558,2018,73.895,SP.DYN.LE00.IN,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
3559,2019,74.053,SP.DYN.LE00.IN,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
3560,2016,66.087,SP.DYN.LE00.IN,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
3561,2017,66.086,SP.DYN.LE00.IN,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
3562,2018,66.096,SP.DYN.LE00.IN,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
3563,2019,66.125,SP.DYN.LE00.IN,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
3564,2016,62.464,SP.DYN.LE00.IN,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
3565,2017,63.043,SP.DYN.LE00.IN,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
3566,2018,63.51,SP.DYN.LE00.IN,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
3567,2019,63.886,SP.DYN.LE00.IN,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
3568,2016,60.294,SP.DYN.LE00.IN,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
3569,2017,60.812,SP.DYN.LE00.IN,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
3570,2018,61.195,SP.DYN.LE00.IN,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
3571,2019,61.49,SP.DYN.LE00.IN,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
3572,2016,46,IDV,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3573,2017,46,IDV,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3574,2018,46,IDV,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3575,2019,46,IDV,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3576,2020,46,IDV,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3577,2016,90,IDV,AUS,Australia,East Asia & Pacific,High income,Not classified
3578,2017,90,IDV,AUS,Australia,East Asia & Pacific,High income,Not classified
3579,2018,90,IDV,AUS,Australia,East Asia & Pacific,High income,Not classified
3580,2019,90,IDV,AUS,Australia,East Asia & Pacific,High income,Not classified
3581,2020,90,IDV,AUS,Australia,East Asia & Pacific,High income,Not classified
3582,2016,55,IDV,AUT,Austria,Europe & Central Asia,High income,Not classified
3583,2017,55,IDV,AUT,Austria,Europe & Central Asia,High income,Not classified
3584,2018,55,IDV,AUT,Austria,Europe & Central Asia,High income,Not classified
3585,2019,55,IDV,AUT,Austria,Europe & Central Asia,High income,Not classified
3586,2020,55,IDV,AUT,Austria,Europe & Central Asia,High income,Not classified
3587,2016,75,IDV,BEL,Belgium,Europe & Central Asia,High income,Not classified
3588,2017,75,IDV,BEL,Belgium,Europe & Central Asia,High income,Not classified
3589,2018,75,IDV,BEL,Belgium,Europe & Central Asia,High income,Not classified
3590,2019,75,IDV,BEL,Belgium,Europe & Central Asia,High income,Not classified
3591,2020,75,IDV,BEL,Belgium,Europe & Central Asia,High income,Not classified
3592,2016,20,IDV,BGD,Bangladesh,South Asia,Lower middle income,IDA
3593,2017,20,IDV,BGD,Bangladesh,South Asia,Lower middle income,IDA
3594,2018,20,IDV,BGD,Bangladesh,South Asia,Lower middle income,IDA
3595,2019,20,IDV,BGD,Bangladesh,South Asia,Lower middle income,IDA
3596,2020,20,IDV,BGD,Bangladesh,South Asia,Lower middle income,IDA
3597,2016,30,IDV,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3598,2017,30,IDV,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3599,2018,30,IDV,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3600,2019,30,IDV,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3601,2020,30,IDV,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3602,2016,38,IDV,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3603,2017,38,IDV,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3604,2018,38,IDV,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3605,2019,38,IDV,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3606,2020,38,IDV,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3607,2016,80,IDV,CAN,Canada,North America,High income,Not classified
3608,2017,80,IDV,CAN,Canada,North America,High income,Not classified
3609,2018,80,IDV,CAN,Canada,North America,High income,Not classified
3610,2019,80,IDV,CAN,Canada,North America,High income,Not classified
3611,2020,80,IDV,CAN,Canada,North America,High income,Not classified
3612,2016,68,IDV,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3613,2017,68,IDV,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3614,2018,68,IDV,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3615,2019,68,IDV,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3616,2020,68,IDV,CHE,Switzerland,Europe & Central Asia,High income,Not classified
3617,2016,23,IDV,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3618,2017,23,IDV,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3619,2018,23,IDV,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3620,2019,23,IDV,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3621,2020,23,IDV,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3622,2016,20,IDV,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3623,2017,20,IDV,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3624,2018,20,IDV,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3625,2019,20,IDV,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3626,2020,20,IDV,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3627,2016,13,IDV,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3628,2017,13,IDV,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3629,2018,13,IDV,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3630,2019,13,IDV,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3631,2020,13,IDV,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3632,2016,58,IDV,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3633,2017,58,IDV,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3634,2018,58,IDV,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3635,2019,58,IDV,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3636,2020,58,IDV,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3637,2016,67,IDV,DEU,Germany,Europe & Central Asia,High income,Not classified
3638,2017,67,IDV,DEU,Germany,Europe & Central Asia,High income,Not classified
3639,2018,67,IDV,DEU,Germany,Europe & Central Asia,High income,Not classified
3640,2019,67,IDV,DEU,Germany,Europe & Central Asia,High income,Not classified
3641,2020,67,IDV,DEU,Germany,Europe & Central Asia,High income,Not classified
3642,2016,74,IDV,DNK,Denmark,Europe & Central Asia,High income,Not classified
3643,2017,74,IDV,DNK,Denmark,Europe & Central Asia,High income,Not classified
3644,2018,74,IDV,DNK,Denmark,Europe & Central Asia,High income,Not classified
3645,2019,74,IDV,DNK,Denmark,Europe & Central Asia,High income,Not classified
3646,2020,74,IDV,DNK,Denmark,Europe & Central Asia,High income,Not classified
3647,2016,51,IDV,ESP,Spain,Europe & Central Asia,High income,Not classified
3648,2017,51,IDV,ESP,Spain,Europe & Central Asia,High income,Not classified
3649,2018,51,IDV,ESP,Spain,Europe & Central Asia,High income,Not classified
3650,2019,51,IDV,ESP,Spain,Europe & Central Asia,High income,Not classified
3651,2020,51,IDV,ESP,Spain,Europe & Central Asia,High income,Not classified
3652,2016,60,IDV,EST,Estonia,Europe & Central Asia,High income,Not classified
3653,2017,60,IDV,EST,Estonia,Europe & Central Asia,High income,Not classified
3654,2018,60,IDV,EST,Estonia,Europe & Central Asia,High income,Not classified
3655,2019,60,IDV,EST,Estonia,Europe & Central Asia,High income,Not classified
3656,2020,60,IDV,EST,Estonia,Europe & Central Asia,High income,Not classified
3657,2016,63,IDV,FIN,Finland,Europe & Central Asia,High income,Not classified
3658,2017,63,IDV,FIN,Finland,Europe & Central Asia,High income,Not classified
3659,2018,63,IDV,FIN,Finland,Europe & Central Asia,High income,Not classified
3660,2019,63,IDV,FIN,Finland,Europe & Central Asia,High income,Not classified
3661,2020,63,IDV,FIN,Finland,Europe & Central Asia,High income,Not classified
3662,2016,71,IDV,FRA,France,Europe & Central Asia,High income,Not classified
3663,2017,71,IDV,FRA,France,Europe & Central Asia,High income,Not classified
3664,2018,71,IDV,FRA,France,Europe & Central Asia,High income,Not classified
3665,2019,71,IDV,FRA,France,Europe & Central Asia,High income,Not classified
3666,2020,71,IDV,FRA,France,Europe & Central Asia,High income,Not classified
3667,2016,89,IDV,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3668,2017,89,IDV,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3669,2018,89,IDV,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3670,2019,89,IDV,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3671,2020,89,IDV,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
3672,2016,35,IDV,GRC,Greece,Europe & Central Asia,High income,Not classified
3673,2017,35,IDV,GRC,Greece,Europe & Central Asia,High income,Not classified
3674,2018,35,IDV,GRC,Greece,Europe & Central Asia,High income,Not classified
3675,2019,35,IDV,GRC,Greece,Europe & Central Asia,High income,Not classified
3676,2020,35,IDV,GRC,Greece,Europe & Central Asia,High income,Not classified
3677,2016,25,IDV,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3678,2017,25,IDV,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3679,2018,25,IDV,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3680,2019,25,IDV,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3681,2020,25,IDV,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
